#Sensor Monitor 1.0#Sensor data: Acceleration
#Tue May 18 18:41:43 GMT+08:00 2021

#X(m/s²)	Y(m/s²)	Z(m/s²)
0.33393368124961853	2.8845534324645996	8.36056137084961
-0.9729748368263245	3.1170685291290283	6.865268230438232
-3.022037982940674	2.661710739135742	8.058710098266602
-2.540219306945801	1.9942455291748047	5.560341835021973
-4.142964839935303	0.502159833908081	3.1027321815490723
-4.884889602661133	-2.2948038578033447	1.137418270111084
-8.04686450958252	-6.73961067199707	-2.874737024307251
-13.15107250213623	-17.57062530517578	-0.6241204738616943
-20.39918327331543	-25.5233211517334	5.342622756958008
-17.39940071105957	-26.343372344970703	8.927058219909668
-19.044532775878906	-27.252517700195312	2.823587417602539
-14.50485897064209	-24.256269454956055	3.7240562438964844
-18.567005157470703	-11.269574165344238	-0.14342226088047028
-14.395310401916504	-5.381341934204102	4.945836544036865
-15.399141311645508	3.1084399223327637	0.2762908637523651
-9.607337951660156	-1.0532572269439697	0.3034028112888336
-8.895157814025879	-8.615257263183594	0.8416768312454224
-16.838640213012695	-15.23570442199707	1.1805808544158936
-21.17037582397461	-27.13437843322754	5.189987659454346
-25.25075340270996	-31.391794204711914	1.2079322338104248
-19.932533264160156	-30.454065322875977	0.14706145226955414
-13.054279327392578	-21.192380905151367	1.2801029682159424
-4.169856548309326	-15.247856140136719	3.598111629486084
4.769221305847168	-17.40111541748047	1.9450398683547974
-0.9770066738128662	-13.975424766540527	3.8620004653930664
-2.927677631378174	-13.548308372497559	2.9059383869171143
-5.71169376373291	-17.069978713989258	-0.02689167484641075
-14.089608192443848	-20.963897705078125	-2.4820401668548584
-19.395427703857422	-28.961748123168945	0.07426813244819641
-21.555246353149414	-29.801057815551758	-0.9887669682502747
-22.982688903808594	-18.4570255279541	-2.3770782947540283
-18.281578063964844	-5.230478286743164	2.63643741607666
-17.643312454223633	-0.8826943039894104	-1.4970368146896362
-17.582969665527344	-6.790396690368652	-0.05999869480729103
-15.341748237609863	-17.66889190673828	2.6992900371551514
-15.143899917602539	-23.014741897583008	2.5956785678863525
-15.866786003112793	-23.53915786743164	2.3979368209838867
-13.216548919677734	-21.536678314208984	1.009290099143982
-10.415945053100586	-19.171512603759766	1.0644620656967163
-5.673549175262451	-12.261079788208008	1.4983488321304321
5.5352702140808105	-15.921738624572754	-1.486243724822998
-1.1524920463562012	-16.59804344177246	2.048354387283325
-1.7879228591918945	-21.589494705200195	1.5855265855789185
-12.323263168334961	-24.760814666748047	1.437057375907898
-19.28872299194336	-26.160388946533203	1.4864449501037598
