#Sensor Monitor 1.0#Sensor data: Acceleration
#Tue May 18 14:48:07 GMT+08:00 2021

#X(m/s²)	Y(m/s²)	Z(m/s²)
0.296268105506897	1.7150145769119263	9.693031311035156
-0.5549567937850952	2.53098726272583	9.463187217712402
-0.4231990873813629	3.3104147911071777	8.786959648132324
-1.337056279182434	3.4230763912200928	6.43532657623291
-3.3170325756073	3.593763589859009	9.536746978759766
-2.6597282886505127	1.715148687362671	8.396273612976074
-2.5472679138183594	4.2404375076293945	7.892006874084473
-1.4219642877578735	4.940464019775391	4.45651912689209
-3.1907334327697754	3.2979648113250732	1.5252597332000732
-3.9284253120422363	0.7274159789085388	5.338303565979004
-6.9063239097595215	0.19980092346668243	5.712373733520508
-6.725523471832275	-0.15356409549713135	7.272894859313965
-8.48208236694336	-0.7061554789543152	8.760939598083496
-10.479334831237793	0.15308524668216705	8.08527660369873
-6.127030372619629	-2.152540445327759	4.40231466293335
-9.734029769897461	-3.587519884109497	5.15493631362915
-8.402814865112305	-7.79607629776001	4.1015167236328125
-11.73083209991455	-5.584063529968262	3.848947286605835
-8.426928520202637	-6.17840051651001	2.358614206314087
-7.227616310119629	-5.414247512817383	1.013274073600769
-7.31845235824585	-5.397201061248779	1.1914888620376587
-7.537118911743164	-5.350255489349365	0.8446935415267944
-7.5977020263671875	-5.915047645568848	0.839550793170929
-7.63296365737915	-6.084911823272705	0.6672544479370117
-8.394712448120117	-7.901449680328369	0.07704541087150574
-9.924023628234863	-8.072223663330078	0.5364735722541809
-8.552577018737793	-8.990045547485352	0.1455100029706955
-8.796125411987305	-8.585415840148926	-0.8206461668014526
-5.7928667068481445	-7.891097068786621	-1.4542763233184814
-4.682905197143555	-5.218038082122803	0.4908592104911804
-3.5231826305389404	-4.648859977722168	0.8305389881134033
-4.059608459472656	-4.964951515197754	-0.48682740330696106
-5.845510482788086	-6.325442314147949	-0.3546004295349121
-5.939870834350586	-9.522104263305664	0.7865813970565796
-7.844084739685059	-11.786836624145508	-0.19836439192295074
-8.878888130187988	-10.56063175201416	-0.18884505331516266
-6.143071174621582	-8.427848815917969	0.9626414775848389
-3.898756265640259	-5.314217567443848	0.9165482521057129
-3.358949899673462	-4.709011554718018	-0.25319162011146545
-4.237468719482422	-3.974987745285034	-0.5152513384819031
-7.085965156555176	-7.84935188293457	0.044206537306308746
-7.65331506729126	-11.987337112426758	0.5778070688247681
-8.543651580810547	-8.14452838897705	-0.3339719772338867
-8.131858825683594	-6.071704864501953	0.4244057536125183
-5.848872184753418	-5.32913875579834	0.15327680110931396
-5.938319206237793	-5.6099019050598145	0.7553131580352783
-6.855030059814453	-10.679824829101562	-0.8031972050666809
-8.556436538696289	-11.559751510620117	-0.9067032933235168
-6.95041561126709	-9.366902351379395	0.7437252402305603
-4.609135150909424	-6.390114784240723	2.1100289821624756
-2.9376089572906494	-3.7428364753723145	1.0954622030258179
-3.304439067840576	-4.111744403839111	-0.7502949237823486
-4.810142517089844	-8.674681663513184	-1.2705357074737549
-6.419649600982666	-12.250307083129883	0.0700160339474678
-8.449616432189941	-10.415888786315918	-0.8692675828933716
-8.101921081542969	-8.056939125061035	-0.6451894640922546
-6.386207580566406	-3.4705581665039062	0.5203366875648499
-6.82363748550415	-3.7717294692993164	-0.07575254142284393
-7.357602119445801	-11.162888526916504	-2.4538557529449463
-9.926244735717773	-11.16146183013916	-0.647219717502594
-6.566567420959473	-8.809110641479492	1.6531866788864136
-2.8609559535980225	-4.551645278930664	1.9076616764068604
-2.817936897277832	-2.812238931655884	0.06962338089942932
-5.224923610687256	-7.477359771728516	-1.2167141437530518
-6.248971462249756	-12.503890991210938	-0.9279351234436035
-9.194491386413574	-8.276256561279297	1.599968433380127
-6.889066219329834	-6.370750427246094	-0.6739294528961182
-5.224349021911621	-3.965200185775757	-0.5372205972671509
-7.931674480438232	-7.216583728790283	-1.3471119403839111
-8.584754943847656	-10.69086742401123	-1.7603895664215088
-7.269658088684082	-8.603190422058105	0.9252153038978577
-4.453952789306641	-4.740960121154785	1.824994683265686
-3.005441427230835	-3.3903141021728516	0.35000357031822205
-6.917308807373047	-9.840494155883789	-1.8069902658462524
-6.739208698272705	-12.348938941955566	0.6079069972038269
-9.598670959472656	-7.013009071350098	2.080226182937622
-8.253923416137695	-7.030142784118652	-0.8275126814842224
-7.5084943771362305	-6.558168411254883	-1.8481992483139038
-9.232645034790039	-9.300467491149902	-1.1374086141586304
-8.652434349060059	-10.728973388671875	-1.557983636856079
-6.650010108947754	-10.425215721130371	1.3144359588623047
-6.09760046005249	-6.587406635284424	1.4811872243881226
-5.028158664703369	-4.847214221954346	-0.26525840163230896
-5.538363456726074	-5.435680866241455	-1.399755597114563
-6.758429050445557	-8.285489082336426	-0.6248387694358826
-7.270998954772949	-13.132148742675781	-1.7664515972137451
-5.776088237762451	-10.206433296203613	1.569571614265442
-4.337345123291016	-6.747109413146973	-0.48067906498908997
-3.299631357192993	-4.978733062744141	-2.7598443031311035
-3.6993863582611084	-5.203921794891357	-0.3683335483074188
-5.823359489440918	-6.265721797943115	1.5636051893234253
-7.0965576171875	-9.025517463684082	2.3593897819519043
-10.03029727935791	-9.250314712524414	1.3559322357177734
-11.941664695739746	-9.27945613861084	0.3770867586135864
-8.900023460388184	-5.199142932891846	-0.175035297870636
-8.035553932189941	-4.097072601318359	-0.6540958881378174
-6.935082912445068	-8.925143241882324	-1.199705719947815
-5.419467449188232	-9.621769905090332	-0.016452953219413757
-3.45499587059021	-8.073678970336914	1.636561393737793
-4.6934685707092285	-7.404423236846924	-1.2374000549316406
-4.382959365844727	-7.6866230964660645	-0.12504436075687408
-6.017596244812012	-7.364698886871338	-0.037071820348501205
-8.180651664733887	-7.319687366485596	-0.881449282169342
-7.473788261413574	-7.374600887298584	-1.2188210487365723
-9.437511444091797	-7.9119367599487305	-0.2764728367328644
-7.179569244384766	-8.072558403015137	-2.036316394805908
-5.492193222045898	-6.426621437072754	-1.3518046140670776
-3.2030396461486816	-5.168114185333252	0.11374373733997345
-4.321515083312988	-4.172403812408447	-0.5920478105545044
-5.227251052856445	-4.808801651000977	-1.707353115081787
-5.780733108520508	-6.689294338226318	-1.1314997673034668
-5.5987067222595215	-8.233708381652832	-0.07852023839950562
-9.108625411987305	-11.840084075927734	-1.698667049407959
-9.62925910949707	-8.716426849365234	-0.2925427258014679
-7.439723014831543	-8.838194847106934	2.1754770278930664
-4.3328537940979	-7.375280857086182	0.753943681716919
-4.4627532958984375	-3.9342479705810547	-0.12625104188919067
-4.620818614959717	-3.673442840576172	-1.2377160787582397
-4.610150337219238	-4.916723251342773	-1.0378384590148926
-8.934087753295898	-10.264833450317383	-0.1150653287768364
-5.380498886108398	-11.506226539611816	1.2697601318359375
-9.417736053466797	-8.514815330505371	-0.49113696813583374
-8.07558536529541	-6.048701763153076	-1.990070104598999
-6.712987422943115	-4.046478748321533	0.3456844091415405
-6.893040657043457	-4.012011528015137	0.42283517122268677
-8.794228553771973	-11.198524475097656	-1.8192293643951416
-7.399529457092285	-11.18954086303711	-1.1187626123428345
-5.578384876251221	-8.82068920135498	0.5190820693969727
-3.3721277713775635	-4.292612075805664	0.955803632736206
-3.1224794387817383	-2.2335987091064453	0.5433018207550049
-6.004322528839111	-8.83322525024414	-1.577903389930725
-5.461480617523193	-13.316387176513672	-0.7612699866294861
-8.603621482849121	-9.17554759979248	3.194382429122925
-9.75015640258789	-6.3861308097839355	-1.097636103630066
-7.691028118133545	-2.8053817749023438	-1.3389238119125366
