#Sensor Monitor 1.0#Sensor data: Acceleration
#Tue May 18 18:17:47 GMT+08:00 2021

#X(m/s²)	Y(m/s²)	Z(m/s²)
-0.3257550895214081	2.536139726638794	9.583309173583984
-1.0939970016479492	2.2684390544891357	7.879710674285889
-1.1728332042694092	2.318401336669922	7.722947597503662
-3.4397783279418945	3.762066602706909	6.845970630645752
-4.626976490020752	1.6711431741714478	5.344710350036621
-5.638996124267578	-0.49088796973228455	4.0937113761901855
-5.617275714874268	0.23656629025936127	3.944380283355713
-5.079346656799316	-2.53639817237854	2.1600871086120605
-9.049345016479492	-3.866750717163086	5.241950988769531
-11.488748550415039	-3.421658992767334	8.872797012329102
-11.37525463104248	-5.932276248931885	5.4949517250061035
-11.400700569152832	-6.964991092681885	2.141105890274048
-12.69847297668457	-8.31286907196045	1.5180771350860596
-14.284563064575195	-7.230134963989258	2.5824625492095947
-11.273664474487305	-6.253357887268066	2.0576632022857666
-8.229513168334961	-5.074337959289551	1.109195351600647
-6.2608184814453125	-3.4679818153381348	-0.578793466091156
-7.646620750427246	-2.142092227935791	-1.9404046535491943
-6.2974019050598145	-5.554844856262207	0.26616817712783813
-5.652930736541748	-8.356788635253906	-1.934045672416687
-5.399298191070557	-7.264773845672607	0.1622215211391449
-6.186913967132568	-7.5085129737854	0.5639302730560303
-9.609521865844727	-8.633318901062012	-0.45129746198654175
-10.820450782775879	-6.3690266609191895	-2.0106887817382812
-6.73762845993042	-6.699924468994141	-2.568652868270874
-5.608263969421387	-6.122021675109863	-1.6597563028335571
-6.438889503479004	-3.7343802452087402	-0.7383047342300415
-5.5178399085998535	-3.0193660259246826	-0.6999208927154541
-7.209851264953613	-6.6098833084106445	-1.937943458557129
-12.801058769226074	-11.329209327697754	-3.2802956104278564
-7.173335075378418	-10.558879852294922	0.5170900821685791
-1.143509030342102	-6.054601192474365	0.38645288348197937
-1.0197575092315674	-2.683373212814331	-0.7961869835853577
-5.247735977172852	-6.146097660064697	-1.3609696626663208
-9.622516632080078	-11.511330604553223	-1.6413688659667969
-12.04482650756836	-7.493046760559082	1.6353929042816162
-10.208234786987305	-5.557727336883545	-1.648542046546936
-8.966333389282227	-1.7058591842651367	-2.926863670349121
-7.776195049285889	-4.528038501739502	-3.003018617630005
-12.496813774108887	-13.964344024658203	-2.6744189262390137
-6.292546272277832	-10.618293762207031	0.31071949005126953
-2.549757719039917	-8.504626274108887	0.029544448480010033
-1.3939521312713623	-2.7667300701141357	0.5354775786399841
-2.4664394855499268	-4.301384449005127	0.02921883761882782
-9.626127243041992	-10.517115592956543	-0.781419575214386
-9.942612648010254	-11.199873924255371	0.7066150903701782
-10.920720100402832	-4.6182427406311035	-0.06546705216169357
-8.927154541015625	-1.7643256187438965	-0.9521070122718811
-5.418135643005371	-0.47513413429260254	0.03378697484731674
-11.301331520080566	-11.518025398254395	-3.686342716217041
-11.345556259155273	-10.02118968963623	0.057451263070106506
-2.6680216789245605	-5.834937572479248	2.055422067642212
0.8284129500389099	-0.6447776556015015	-1.7654746770858765
-5.506826877593994	-7.947849750518799	-0.8711446523666382
-12.258121490478516	-10.830525398254395	-0.5964818000793457
-12.75607681274414	-6.830006122589111	2.0021369457244873
-7.629114151000977	-3.0889511108398438	0.9357306361198425
-4.589847564697266	-2.5317916870117188	-0.2572043240070343
-12.846070289611816	-11.575936317443848	-3.4620444774627686
-8.597137451171875	-11.49659252166748	-1.1429822444915771
-2.9567720890045166	-5.348857402801514	1.2883583307266235
-1.4076852798461914	-2.1064953804016113	-0.8480358123779297
-2.9959604740142822	-3.8991105556488037	0.1863933801651001
-9.034605979919434	-11.047555923461914	-0.9358360171318054
